Entry	EC number
B1X765	6.5.1.4
C9QZ65	3.5.1.110
Q8XAU3	3.5.1.110
P0AG98	
P62395	
Q8XCK5	4.3.1.18
C4ZQ33	2.6.1.52
P0AG78	
P45581	
P0AFZ3	
P67037	6.1.1.20
P0A8G2	
P68398	3.5.4.33
O32583	
P39414	
P0C0L7	
P0A8T1	2.1.1.-
B1XHM8	2.1.1.-
P30235	2.7.1.83
P69825	
C4ZTQ2	
B1XBY5	
P69925	1.17.4.1
C4ZUG8	
B1X6G1	
P60390	2.1.1.199
B1XC59	2.1.1.199
P0AAH4	
P0AC98	
P76158	
P77551	3.4.-.-
P66834	2.5.1.16
C5A0L3	
P0C0K3	2.7.11.1
P60906	6.1.1.21
P23849	
P31825	2.1.1.223
P10907	7.6.2.10
P0AG11	3.4.21.-
C4ZZ62	2.4.1.180
P27832	2.3.1.210
B1X900	7.1.1.-
P76577	2.4.1.129
P77333	
P77170	3.1.22.-; 6.5.1.-
P0A9L5	5.2.1.8
Q8XBQ8	2.7.3.9; 2.7.1.202
P21893	3.1.-.-
P0A8A8	
C4ZYH8	
C4ZS29	
C4ZU30	
B1XD41	
P0AG69	
P0AFX4	
P10908	3.1.4.46
B1XCS0	3.1.3.5; 3.1.3.6; 3.6.1.11
P0A8U0	
P0AGA8	
P64601	
P37440	1.-.-.-
P0AED2	
C4ZW41	
P77377	
P0DP69	
P08178	6.3.3.1
P0AEI4	2.8.4.4
C4ZTH2	2.5.1.78
B1X6G2	
P0AG49	
C4ZUE9	
B1X6G5	
P0A7M6	
P30014	3.1.13.-
Q8X7D6	3.1.13.1
C4ZTY2	3.1.13.1
P0A8T7	2.7.7.6
P0A7U7	
P75792	3.1.3.23
P39161	
P08390	
P08956	3.1.21.3
P0A843	
P30140	4.1.99.19
P0AF68	
C4ZT75	
Q7AA80	
C4ZQJ1	
P0CE44	
P31433	
Q8X4C9	
Q2M7X4	
P75915	
P75916	
P0DSH5	
C4ZY38	
P39310	
P0AAA5	
P0A8S7	
P45563	2.4.2.1
P69795	2.7.1.196
P0AFM6	
C4ZYM6	
P0A7Z2	5.3.1.6
P0A7V3	
P76273	2.1.1.178
P0A8M0	6.1.1.22
C4ZQD8	1.-.-.-
P16095	4.3.1.17
P0AGH5	
Q47622	
P0AG99	
P0AFY4	
Q8X5J5	3.1.2.12
P00448	1.15.1.1
P0ACS3	
P33026	
P31436	
P0A858	5.3.1.1
B1XB85	5.3.1.1
P33667	2.9.1.3
B1X975	
P0ACH1	
P58360	1.7.2.3
P37194	
P0AGC7	
P0A8W2	
P0AAI1	7.6.2.14
C5A0K6	3.5.3.11
P32140	5.3.1.31
B1XC96	2.5.1.16
P0A8N3	6.1.1.6
B1XGI1	6.1.1.3
C4ZWF6	6.1.1.18
B1XBZ7	4.1.99.17
P0AGL2	3.5.4.-
P63861	
C4ZSG3	
P07623	2.3.1.46
Q8XCP1	
P25738	
P0AFA8	
P17117	1.-.-.-
P58626	3.6.1.-
P0AFB5	2.7.13.3; 3.1.3.-
C4ZTH0	
P0AFK9	
B1X8W4	3.6.1.9; 3.6.1.12; 3.6.1.-; 3.6.1.23
Q8XBE7	3.6.1.-
B1XAD8	3.6.1.-
P06959	2.3.1.12
P0AFG9	1.2.4.1
P76773	
P31979	7.1.1.-
P33021	
P75785	2.7.-.-
C4ZT99	2.7.2.11
Q8X7G3	2.7.1.50
P69430	
P07650	2.4.2.4
B1XDY1	2.4.2.-; 2.4.2.22
P0ACD0	2.3.1.-
P47737	
C4ZQQ4	2.4.2.21
P0ABK5	2.5.1.47; 4.5.1.5
P0AEH0	
P37313	7.4.2.9
P21189	2.7.7.7
Q8X5V6	1.3.1.-; 1.3.1.91
P0CE47	
C5A1D9	
B1XD39	
P0ABY3	
P20605	2.7.7.n1
P0A8V6	
C4ZZV7	5.3.1.25
P76658	2.7.1.167; 2.7.7.70
Q8XAE3	4.1.2.20
P77695	
P19932	
P52643	1.1.1.28
P0ADV1	
P30015	3.6.4.-
B1XGC2	3.6.1.54
P0ADC5	
P26616	1.1.1.38
P0A8N1	
P75826	
P16687	2.7.8.37
P77243	4.2.1.79; 4.2.1.3
C4ZYM4	
P77579	
Q8XCM4	
P69824	
P03856	
B1XB70	5.3.1.14
P0A7I8	3.5.4.25
Q8X899	2.7.1.5
P27431	1.14.11.47
C4ZRV1	3.1.26.4
P37744	2.7.7.24
P0A7J7	
Q8XAK8	2.1.1.174
P0A8J0	2.1.1.177
C4ZYN5	
C5A0I5	5.3.1.6
C5A0R1	1.6.1.1
P31550	
P58358	
C4ZYM5	2.1.1.228
P0A9P4	1.8.1.9
Q8XDI7	4.1.1.85
C4ZR74	5.1.3.22
B1X8I1	5.3.1.5
C4ZQQ5	2.7.8.26
B1XAZ0	1.17.7.3
B1XB05	2.8.1.7
P0DP90	2.2.1.6
B1XB06	
C4ZZ44	1.1.1.86
P0A720	2.7.4.9
P0A719	2.7.6.1
P0ADV9	
P24200	3.1.21.-
P77265	7.6.2.2
P64462	5.3.1.32
P64513	
P77608	4.2.1.80
P77569	
B1X8X8	2.2.1.9
B1XFK4	3.6.1.73
B1X8Z9	7.1.1.-
Q8X9M3	2.7.7.8
C4ZZP7	2.1.1.77
P14176	
P55799	3.1.3.16
P0AFK8	
Q8XBP8	
C5A1F4	4.1.1.65
B1XA16	2.7.1.89
P27859	3.1.11.-; 3.1.13.-
P33570	2.2.1.1
B1X6D5	2.7.7.87
P77746	
P55798	3.1.3.16
P0AFN4	
P75864	2.1.1.173; 2.1.1.264
C4ZRR4	
P0AG91	
P0AG90	
P0A805	
P0A8R2	
Q8X635	3.1.2.12
C5A0S7	2.7.7.6
C4ZUF2	
P0A7W0	
B1X6E8	
C4ZUG1	
P0A7W9	
P0A7W1	
B1XG70	
C4ZTG3	2.4.2.29
C4ZY73	
P76510	
P0A8B2	
P52048	
P64629	
P37615	
Q46833	
P0A8X2	
P32151	
P45470	3.1.2.-; 3.5.1.-; 3.5.1.124
P32136	
C4ZTM0	
P64481	
C4ZUL0	
P0A8M6	
P46144	
P58036	
P39283	
Q8X9H0	2.7.1.60
P0AFD6	7.1.1.-
B1X8Z4	7.1.1.-
P0AD42	3.1.3.27
P0AFK0	3.4.-.-
P0A9K3	
P69801	
P0AGH8	
Q8X8A2	5.1.3.32
P0AA10	
P0A7K2	
P66680	2.7.7.56
P0AC41	1.3.5.1
P0AFW3	
P10100	4.2.2.-
C4ZYJ0	3.1.26.3
B1XB41	3.1.26.3
P0AG07	5.1.3.1
P0A7Z0	5.3.1.6
C4ZXK8	1.1.1.103
P07913	1.1.1.103
Q8XB34	4.1.99.1
P38683	
P00904	4.1.3.27; 2.4.2.18
Q8X723	2.1.1.-; 2.1.1.35
P00895	4.1.3.27
Q8XAS7	2.7.8.33
P38506	3.1.-.-
B1XAG5	
C4ZRQ6	
P0A8B7	
P75672	
P77199	
P0AAP7	
Q47147	2.4.2.-
P75697	2.3.1.-
P0DSG1	
B1X9R1	
P60721	2.3.1.181
P69739	1.12.99.6
P0AAG5	7.6.2.2
C4ZPV3	3.4.23.36
C4ZZI2	
P37051	3.5.1.10
B1XCA9	2.1.2.11
P06960	2.1.3.3
Q8FEY4	
P0AFI2	5.6.2.2
P10030	
P23538	2.7.9.2
Q8X6T2	
P00962	6.1.1.18
Q8XE87	2.7.4.16
P0A882	
P0A888	2.1.1.163; 2.1.1.201
P26602	4.1.3.40
P58054	3.5.1.128
P0DPN0	
P0A898	3.1.-.-
P0A7A6	2.1.1.77
P24241	2.7.1.-
C5A0W8	
P0A7H8	
B1X9Z4	3.6.4.13
C5A0S5	
C4ZUF7	
B1X6F4	
P30850	3.1.13.1
P0AFW4	
C4ZYM7	
B7NGZ6	3.1.21.-
B1XEJ9	5.3.1.6
P0A7S5	
P0AG61	
P0A7W3	
P0A7V5	
P0A8N6	6.1.1.6
C4ZZP8	3.1.3.5; 3.1.3.6; 3.6.1.11
P0AGG6	1.8.1.8
P39394	3.1.-.-
P00909	4.1.1.48; 5.3.1.24
P0ADP7	
Q8XAR8	5.1.3.14
P0AGF4	
C4ZUS5	
P0AAN7	
P0AFN8	
P77393	
P52102	
P67729	
P65556	3.6.-.-
Q46834	
P32128	
P62066	
P76064	
P31991	
P76616	
C4ZQR6	
P31131	
P77795	
P45524	3.1.1.-
P64526	
Q8XCI6	
P75988	
P76471	
P33030	3.6.-.-
P76402	
C4ZRA8	
Q8X5P4	2.7.4.23
P0AFJ9	
P02932	
Q8XDV7	7.3.2.2
P42910	
C4ZZK6	6.3.1.21
B1XFQ9	
P0C0R7	2.1.1.166
P0AG65	
B1XHC8	3.6.4.12
P58127	6.5.1.4
P00926	4.3.1.18
Q8XAX0	
P76136	
P0DTV7	
P0AFZ6	
P05707	1.1.1.140
Q8X8H9	2.7.11.1
Q8X884	
P0AGF6	4.3.1.19; 4.3.1.17
P08400	2.7.13.3
P0ADY1	
B1XBT0	
P0ADZ0	
C5A0S4	
P0A7M2	
P0AG63	
P0A7S3	
C4ZYE2	2.8.1.7; 4.4.1.16
C4ZQY2	
Q8X3W8	6.1.1.7
B1XDK2	
P21888	6.1.1.16
P0A9W0	
Q8X4T6	
P27833	2.6.1.59
P0AC78	2.7.8.33
P71237	
P0AGF5	
P0DPM6	
P36682	
P77174	
P78271	
Q8X6C0	2.1.3.-
P76219	
P63419	2.3.1.-
P0AB52	
P29009	
P0ABW3	
P75954	2.-.-.-
P0ACX1	
Q8XD41	
P0ACR6	
P33360	7.4.2.-
Q8X7I0	
P0A8D9	
P0A8X0	
P77375	
P0AF86	
P0A9E9	
P33362	
P77136	
Q2EET0	
P0ADD9	
Q2EES1	
P77692	
P14377	2.7.13.3
P64423	
B1XH99	
P0C0L8	
C4ZR78	
P0AFK4	
P69810	2.7.1.202
P0A7L0	
C4ZYG5	2.7.11.33; 2.7.4.28
Q8X8N8	3.5.2.3
B1X976	2.4.2.10
B1X8W0	4.2.1.90
B1XG46	4.1.99.12
P0AEI5	2.8.4.4
P58245	3.1.21.-
B1X6F9	
P0A7R5	
P0A7W7	
Q57261	5.4.99.27
P45527	
P0AAR6	
P77607	
C4ZRT2	
P77806	2.6.1.88
P39263	
P0ADQ9	
P52037	1.-.-.-
P45566	
P34209	
P64621	
P31449	
C4ZTS5	
Q7DBJ9	
P0AD10	
P0AA33	
P76044	5.1.3.-
P76192	1.-.-.-
Q8X8K9	
P0AF88	
P39267	
P0AFQ9	3.1.-.-
P33347	
P37766	2.8.3.8
P39338	
Q9JMT6	
P76090	
Q9JMS2	
P75862	
P64496	
P0DPN1	
P76257	3.6.4.12
P76561	3.1.-.-
P0AAL2	
P30011	2.4.2.19
P0AFD4	7.1.1.-
P0A790	4.1.1.11
P0AFI1	4.1.1.8
P69874	7.6.2.11
P0AFV9	
Q47319	2.5.1.25
P0A6A0	2.7.-.-
P0A9W2	
Q8X6U5	7.6.2.10
Q47679	3.5.1.3
Q47269	
P37325	
P71311	3.-.-.-
Q8X5C4	
P0ADW3	
P77561	
P0ACW0	
P76066	
P76362	
P45508	
Q46861	
Q46803	2.1.3.-
P76137	
P46136	
P77519	
P0ADL6	
P37597	
C4ZU32	
C4ZSH2	2.7.1.-
Q47719	
B1X7C5	
P0AAC4	
P0AAX3	
P75838	
P0AB06	
P0DPO8	
P0C243	
P0AEC2	
P64543	
P0A887	2.1.1.163; 2.1.1.201
P0DPM7	
P69808	2.7.1.202
Q8XA46	6.3.5.3
P69428	
P69426	
P0A864	1.11.1.24
P62602	3.2.1.28
B1XAN8	3.2.1.28
P76562	2.3.1.193
P07649	5.4.99.12
Q8XDJ6	3.1.1.-
P37018	
P0AAT3	
P0AAA1	
P77554	
Q46802	
P0AB18	2.8.1.-
P12295	3.2.2.27
P0A892	
Q8X8Q5	2.8.1.-
C4ZT95	2.4.2.-; 2.4.2.22
P71244	
Q8X6R9	3.1.-.-
P77598	
P0AAN5	
Q2EEQ3	
P58316	
B1XFB3	
P0AFV3	
P0DSG7	
P77619	3.4.16.4
P76545	
P52141	
P75931	1.-.-.-
P25743	
Q8X4V6	
P0AD55	
P76559	
Q8XB94	
P0ADE0	
B1X6J4	2.8.1.-
P0ADZ7	
Q8XA81	
P64540	
Q8XBI9	1.11.1.-
P52126	
Q46867	
P32135	
B1XGP9	
P24238	
P65294	
P76485	
P0AD12	
P0ADL8	
Q6BEX5	
Q8X625	
P0AF60	
P76187	1.-.-.-
P0AFS7	
P0ACM5	
B1X9T4	
P0ADL0	
P64479	
P0AB03	
P75843	
P39336	
P0A8X6	
P0AFV1	
P76116	
Q8XAZ3	
C1P610	
Q8X988	
Q2EET2	
Q46939	2.3.1.9
P39381	
P37342	
P69823	2.7.1.194
B1XDU9	5.1.3.4
P77504	
P46890	
P77296	
P77339	
P75616	
P0A8U4	
P55140	
P76034	
P21418	
P76278	
P0ACY6	
P0A8C4	
P76160	
P77280	1.-.-.-
P76349	
P77503	1.1.1.-
P77376	1.-.-.-
B1XEL6	
P77552	
P39353	1.-.-.-
P0AAZ9	
P0ADK6	
P65625	
P0AFP9	
P0DSH3	
P0ADK8	
P0AAY0	2.-.-.-
P0AB30	
P37909	
P0AAU5	
P75748	
P0AAU7	
P69506	
C4ZSN9	
Q46855	
B1XFF6	
C4ZSK9	
P77509	
Q2EES6	
P0DSH7	
P0A8I1	3.1.-.-
Q8X799	
P76150	
P56614	
P0AEB7	
Q8XCW1	
O32528	
P75677	
Q8X4P0	
Q8XBK9	
Q8XBJ4	1.-.-.-
P31435	
P0A8C8	
P31437	
P46119	
P0ADL3	
P75910	
C4ZY19	
B1X7Y8	
P27829	1.1.1.336
B1XAH7	
P0AGI4	
P75711	
P0A8K5	
P0A8B5	
P77736	
Q8X367	
P0ADN6	
P0ADU5	
P0AG84	1.-.-.-
P0AB43	
P42603	
Q8XCN8	
P76630	
P39165	
C4ZTU0	
P0AA91	
P77171	
P0AF56	
B1XCF0	
C4ZTU8	
C4ZVI8	
P32690	
P45505	
P64558	
P0AF80	
Q8X8K4	
P33361	
P32694	
P0AF59	
C4ZXW7	
Q8XEB7	
Q9JMS3	
P76170	
P0DPN8	
B1XC78	
P64445	
Q46941	
P39384	4.-.-.-
P75994	
P0DPM9	
Q8X613	
B1XCS1	5.4.99.27
Q47158	2.3.1.-
P64435	
B1XDY5	2.7.2.11
P69827	2.7.1.197
P0A7B1	2.7.4.1
P31666	
P75692	
P77169	
P76500	
P27848	3.1.3.74; 3.1.3.23
P0AGM0	
P0AD32	
P37626	
Q46835	
P42624	
P0AF35	
P75955	
Q8XBS4	
P33666	
P76318	3.4.-.-
P0AA93	2.7.13.3
Q8X9X8	5.3.2.-
P0A7D1	3.1.1.29
P69805	
Q8XD57	6.1.1.6
P07024	3.6.1.45; 3.1.3.5
Q8XBN8	6.1.1.4
P0AA27	
Q8XDI5	5.1.3.22
B1XF75	
P0A8J6	
P77657	
P0A6A1	2.7.-.-
P0A879	4.2.1.20
P39304	4.1.1.85
C4ZZX9	2.1.1.45
P77596	4.2.1.82
P45532	2.8.1.-
Q8XDI4	5.1.3.4
P0ADN0	
C4ZTI3	
P37017	
P0A8J4	
B1XBD1	
P77538	
P37662	
P0AD30	
P32157	
P0AGJ5	2.1.1.-
P64488	
B1XA68	
P46474	
P58292	5.1.-.-
P76573	
P31447	3.1.6.-
P77546	
P58068	
Q46892	
P0AF40	
P76165	
P08370	
Q8XB23	
Q46797	
P77716	
P76419	2.7.1.-
P33355	
P08245	
P76180	
P75836	
P0AD26	
P39367	
C4ZQ90	
P0C265	
P75763	
C4ZQ43	
P0DPC9	
Q8X2V8	
C4ZWZ5	
P0ADD4	
P64613	
P0AEI0	
P75675	
Q8XAZ2	2.1.1.144
Q00042	
P46923	1.7.2.3
P0DUM3	
P02929	
Q8X8F8	2.7.7.87
P52140	
P0ADJ3	
P64622	
P76065	
P67624	
P0AF51	
P0A8Z0	3.1.2.-
P39270	
P0AB61	
P32108	
P37443	
P0A9U1	
P75860	
P37676	
P75779	1.14.11.-
P64432	
Q9S4X1	
P0DPP0	
P64448	
B1XF48	
C1P5Z9	
P77601	
C1P5Z8	
P37617	7.2.2.-; 7.2.2.12; 7.2.2.21
P10905	
Q8XAQ8	2.4.1.325
P0AGI6	
C4ZRL2	
P77234	
P0A8U2	
P0DP64	
C4ZR75	5.1.3.4
Q46821	
P39300	3.1.1.-
B1XAG6	2.4.1.180
P27828	5.1.3.14
P68661	3.1.-.-
P77726	
P67097	3.1.4.-
P33634	
P0AD35	
Q46843	
P42592	3.2.1.-
P42599	1.-.-.-
A0A0H3JGH6	5.1.1.13; 5.1.1.3
B1XBQ2	2.1.1.223
P0ACI5	
P0ACI3	
B1XFQ8	
P0DP63	
P51024	
P77354	
P31679	
P64631	
P37631	
P64591	
P27862	
P28911	
P67762	
Q8XCK0	
P45423	3.1.-.-
P11864	
P0ACY9	
P0ADM6	
P76220	
P64489	
P76466	
P77286	
P33344	
P0A9F0	
Q8X3J8	
P64434	
P76117	
P0DSF1	
P0AE44	
P46879	
P39385	
P0A8I6	2.1.1.33
P30864	
P0AGI8	
B1XC39	2.5.1.39
P0A886	2.1.1.45
P23839	
P0A8F4	2.7.1.48
P0AFP0	
P0AGG2	3.1.2.20
P0A849	2.4.2.29
P64599	
P45562	
C4ZZ98	
Q46800	1.17.1.4
P77698	
P75683	
B1X9T9	
C4ZSG4	
P45425	2.7.1.60
P16682	
P31452	
B1XFJ2	2.4.2.4
P0AG80	
P36881	
Q2EEP9	
P30136	4.1.99.17
P77699	
B1XF11	2.8.1.4
Q8XE29	2.1.1.222; 2.1.1.64
C4ZYJ8	2.1.1.223
P16525	
Q47149	3.1.-.-
P36879	
P77368	
P0AAU1	
P76549	
P42640	2.-.-.-
P33011	
C4ZV70	
Q46811	
P33348	
A5A613	
P0AD21	
P37348	
P0AF47	
B1X7I0	2.7.1.-
P76091	
P75978	
P0DPP1	
P39410	2.-.-.-
P76193	2.-.-.-
Q8X7P0	
C4ZX47	
Q8X7N4	1.2.1.41
P0AFL5	5.2.1.8
B1XBX6	2.1.1.-; 2.1.1.35
P0A928	
P76422	2.7.1.49; 2.7.4.7
B1XDU3	3.1.1.-
P0ADP2	
P07021	
P37645	
P76544	
P58403	
P52131	
C4ZSP6	
P76308	
P64455	
B1XEJ5	
P0ABU2	
P25907	
P0ACW8	
P0ADW8	
P76481	
P76154	
Q8X7H0	
P64474	
P0AF49	
P33343	
P77318	3.1.6.-
P76235	
P76417	
P76049	
P39173	5.1.3.15
P0ACY1	1.-.-.-
P0ACM7	
P58219	
P0AAL7	
C4ZS48	
P0AFQ2	
P76206	
P0ADK5	
P75783	
Q9Z3A0	
B1X8M1	
P75788	
P75777	
P77721	
Q47710	
P0A8Z7	3.1.-.-
P75682	4.1.2.51; 4.1.2.28
P0DV22	
P0ADU7	
P77306	
P0DSG5	
P0DPP6	
P0AAS0	
P56256	
P76585	
P33941	
Q9JMR2	
P75976	
P78067	2.8.1.1
B1XEZ4	2.4.2.29
P0A8P8	
P37388	7.5.2.10
P77717	
P33024	
P69830	2.7.1.196
B1XC29	
B1XEM5	
C5A132	4.1.3.40
Q8X7L9	2.7.10.-
P77219	
P0AAH2	7.3.2.1
P69818	2.7.1.202
Q8XED8	2.1.1.190
P27240	2.7.1.-
P0A7I7	3.5.4.25
C4ZQV9	4.1.99.12
P0A7H5	
B1XAQ2	
Q8X885	
B1X6J2	
P09835	2.7.13.3; 3.1.3.-
Q8XBN2	6.1.1.17
B1X8H5	6.1.1.14
Q8X485	3.1.-.-
P11866	
P16685	2.7.8.37
P77743	
P69829	
B1XHB7	6.3.1.21
Q8XE07	4.2.1.90
P0AG59	
P0A7R7	
P67031	6.1.1.14
Q8X6X9	4.1.99.17
P11868	2.7.2.15
Q8X6Y0	2.5.1.3
P17993	2.1.1.222; 2.1.1.64
C4ZPS8	
C4ZQ17	
P0AD76	
P62522	
P0A9V3	7.5.2.-
P76159	3.2.1.17
P0AEY7	1.6.5.10
P0ACE0	1.12.99.6
P31992	5.3.2.-
P09323	2.7.1.193
P69814	
P0A7E2	1.3.5.2
P67026	6.1.1.14
C4ZZU8	
P07023	5.4.99.5; 1.3.1.12
C4ZR73	4.1.1.85
P77427	
C4ZPT9	
P05055	2.7.7.8
P45577	
P07102	3.1.3.-; 3.6.1.-
P0A7B2	2.7.4.1
P69832	
P07395	6.1.1.20
B1XFU9	6.1.1.1
P0AGG4	1.8.1.8
P75684	
P77316	1.-.-.-
Q8X6T6	5.4.99.26
P77627	
P69876	7.6.2.11
P42632	2.3.1.-; 2.3.1.54
P58263	2.8.1.10
P0AAQ0	
P39221	
P67626	
Q8X2V7	
P31827	
Q46905	
P0ADW6	
P32685	
P64463	
P33913	
P0ACU7	
B1XBK3	
P0A9U8	1.3.-.-
P75749	
Q9JMR9	
P0AEB5	
P76092	
P0ADS2	
Q9JMS6	
P76909	
P64570	
P75973	
P58034	
P0ADC8	
C4ZV90	
P39172	
P23003	2.1.1.-; 2.1.1.35
B1XBQ7	3.2.2.27
P77634	
P37056	3.4.-.-
P39220	
P77526	1.8.4.-; 1.11.1.-
P45564	
B1X9K4	
P76505	
P0ADV5	
P76230	
P32677	
P64503	
Q8XAG1	3.5.1.5
P60932	3.6.1.27
P37750	2.3.1.-
P37751	
O85341	3.6.1.-
P71243	2.4.-.-
P0DSE3	
P16679	2.7.8.37
P0A8K1	4.1.1.65
Q8X5X8	
P37188	2.7.1.200
P0A9N2	
P75746	3.5.2.9
C4ZRB7	
C4ZS02	3.5.2.3
C4ZR54	6.3.4.4
B1XAY9	6.1.1.21
P0ADE4	
P58364	
P58356	2.7.13.3
P08322	
P0AAR2	
Q47538	7.6.2.7
P76155	
B1X8C6	2.1.1.222; 2.1.1.64
P37050	
P33128	
P77400	
P33669	
P0AAS9	
B1XD59	
B1XC77	
P27238	
P0ADI9	
P0AA60	
P28912	
P39834	
P0ADT2	
B1XGW6	
Q46845	1.8.4.-; 1.11.1.-
P75991	
P64483	
Q8X4Z9	
P45422	
P76004	
P33349	
Q8X3T5	
B1X906	
P33353	
P39351	
P39374	
B1XGP4	
P33340	
C4ZXX6	1.14.11.-
P39360	
B1X7D4	1.14.11.-
B1XA18	
P0ACY2	1.-.-.-
P0DSE7	
P75863	
P0ADK4	
P38055	
P58224	
P0A8C1	
P75822	
P0AAZ0	
P0AAU2	
P0AAV2	
P28916	
Q8XAA3	
P39187	
P67601	
P76239	
P0DSG4	
P0ADA5	
P67244	
P76657	
P0AAS1	
P0DSH1	
Q8XCV0	3.1.-.-
P0DSE8	
P11291	
C5A095	
Q9JMS0	
Q9JMS9	
P64460	
Q9JMT7	
C4ZRJ6	
P75972	
P0DUW4	
P77433	
Q8X659	
P76143	2.3.1.245
Q7AFA1	
C4ZY62	
B1X7H3	
C4ZZH7	
P33236	
P54745	2.7.1.195
P09424	1.1.1.17
C4ZXJ1	1.1.1.17
B1XDW8	1.8.4.11
C4ZR95	1.8.4.11
Q8X733	4.1.1.49
Q8XDZ9	6.3.1.5
Q47005	
P0ABG0	2.7.8.5
P0AB69	7.1.1.1
P0A6G3	3.5.1.42
P77541	4.1.3.30
B1XAJ9	2.7.-.-
P37008	
Q47157	3.1.-.-
P09184	3.1.-.-
P23841	
P32057	
P71242	2.-.-.-
P77221	
P75693	
P0AAP9	
P76521	
P27842	
P64541	
P67730	
Q46841	
P65290	
P76108	2.3.1.-
P76394	
P76063	
P33020	2.7.1.-
A5A628	
P77389	
P0AFU0	
P77481	
C4ZWZ7	
Q8X7A0	
P67155	
P75967	
P64491	
B1XFA8	
P39409	1.97.1.-
P39306	5.1.3.4
Q8XAQ5	
P0AAT2	
P0AAQ4	3.1.-.-
P30149	
B1XAM2	
P0ADJ1	
P0ACN0	
P37627	
P0AD33	
P37642	
P42598	
P76538	
P0AB45	
Q46908	
P32139	
Q8X958	
P0AF45	
P0ADI8	3.-.-.-
P03813	5.1.1.10
P31463	
P43667	
P0ADI7	3.-.-.-
P76406	
P76123	
P0ACX0	
P39284	
P0ACM3	
P31808	1.-.-.-
P43674	3.4.-.-
P39352	
P0AD24	
P75750	
P0A8X1	
C4ZYY3	
P64480	
Q8X7A6	
P0ADS4	
P18005	
P0CB62	
P77180	
Q8X490	
P39376	
P39408	3.1.-.-
Q8X883	2.8.1.-
Q8XBK7	4.2.1.32
C4ZV92	2.8.1.-
Q8XAG3	
P0AGM8	
P0AG00	
B1XC94	
P0AAS3	
P37016	
P0A9T8	
P77460	
P28696	
P65558	3.6.-.-
P52138	
P37641	
P64564	
P58115	
P76520	
Q8XBS7	
P0ADR4	
P0ACW6	
P76000	
C4ZYW2	
P45472	
P76462	
P77730	
P0AAL6	
P76639	
P64452	
P0ACY5	
Q8X616	
P39295	
P0AB63	
P0AAW7	
P64536	
P76198	
P64476	
P76173	
P77559	
P67340	
P0AC51	
P13482	3.2.1.28
P05852	2.3.1.234
P28634	2.1.1.-
Q8XBK3	2.3.1.234
Q8XB35	2.4.2.4
P12758	2.4.2.3
Q8XDZ6	
Q47156	
P77365	
P64436	
P0AAR8	
P0AAA0	2.-.-.-
P0A8D3	
P0A8H9	
P0A8I3	
C4ZPT3	
P38521	
P37614	
P76514	
P64595	3.1.-.-
P0A8H6	
C5A054	
P0ADW5	1.10.3.-
P76243	
P0AFU6	
P64557	
P0A8A2	
P76103	
Q46911	1.-.-.-
P64618	
P33015	
P76484	
Q8XDL7	
P39298	3.1.-.-
C4ZYF4	1.1.1.282
P64471	
P0AFQ4	
P08868	
P0DPN4	
B1XEJ6	
B1XB94	
P76119	
P76093	
P0DPN7	
P75704	
A5A611	
Q9XB42	
P75992	
P77585	3.4.11.-
P0AA94	2.7.13.3
P0A9X1	7.2.2.20
Q46927	6.1.-.-
Q8XDH7	3.2.1.28
P0AAR0	
P45748	2.7.7.87
P60778	
P0AG04	2.5.1.129
P75970	
P77328	
P77301	
P0AA95	
B1X654	3.1.-.-
P77196	
P76507	
P58318	
Q46863	
P64593	
P76210	
Q8XDT4	
P64616	
P0AD04	
C4ZTY0	
Q46824	
P0ADE8	
P77260	1.-.-.-
A5A614	
Q46787	
P0ACX3	1.-.-.-
P76361	
P76421	
P21362	
B1XG00	1.1.1.282
P0ADJ8	
P39332	
P0AG29	
P0AAZ2	
P75821	
P42915	
P0AA57	
Q46856	1.1.1.2
P0DSF8	
P18355	
P0AD47	
P58095	
Q47268	
P77129	
Q9JMR8	
Q46809	
B1XH79	
P77396	
P0ADD0	
P0AD41	
P0A8Y2	3.1.3.5
P0AFJ6	
P42630	4.3.1.17
Q8X6C7	1.17.1.4
Q8X6C4	
Q8X6E3	
C4ZRU6	
B1XD73	
P30979	
P77216	
P46853	1.-.-.-
P77775	
P64576	
P0ADT1	
P76512	
P0AFV2	
P0ADS9	
P76515	
P0AA74	
P0AD37	
P31826	
P0ADM2	
P76134	
P36928	
P64619	
P76335	
P39293	
P65807	
Q46789	
P0ACX9	
P45736	
P32703	
P39279	
P33029	1.-.-.-
P21365	
P0AFT8	
P0AFQ0	
P0DV20	
P0DSF4	
P65368	
P77031	
P0DPN9	
P0A8D8	3.1.1.106
P39301	
B1X7S8	
P0A890	
P0ADN1	
B1X9X3	
B1XGK3	
P0A9T4	
P0ADE5	
P25396	
P19381	
P18353	
P0A873	2.1.1.228
Q8XD82	2.8.1.-
Q8X6C5	1.17.1.4
P0A8H5	
P0AAR3	4.2.-.-
P62768	
P77735	1.1.-.-
P77206	
P39830	
P37635	
P45550	
C4ZVS6	
P52135	
P46141	
P31470	
P76010	
P0ACW2	
Q8XA92	
P46887	
P45769	
P52044	
P45766	
P58094	
B1XEI5	
C4ZVI7	
Q8XAX1	
P77564	
P39337	2.3.1.-
P76186	
P21361	
P77147	
P76043	1.1.1.-
P22525	2.-.-.-
P77714	
P46130	3.1.2.-
P52636	
